,ID,Usuario,Fecha_tweet,Texto,Latitud,Longitud,Sentimiento,Idioma
190504,9.84183e+17,Jc_Pantoja_Itz,2018-04-11T21:33:53.000Z,"Me da risa ver amigos que jugaron fútbol y eran más leñadores que el Picas Becerril y el Cuchillo Herrera y ahora digan y celebren un penal que no existía, como vez @m_sosa21 https://t.co/H7LCcphvoU",20.941035,-89.623611,positivo,Español
190616,9.84172e+17,ManuelBarreraP,2018-04-11T20:52:35.000Z,"Como dirían por ahí ""entrada temeraria"" del defensor de la Juve, que al quedar atrás del atacante no tenía formar de jugar antes el ⚽ #SiEraPenal #ChampionsLeague ¿O como? @ChiquimarcoMx @ramosrizo",20.941035,-89.623611,neutro,Español
190700,9.84169e+17,patraka77,2018-04-11T20:37:31.000Z,Tomaaaaaaaaaaaaa @juventusfces POR JUGAR TAAAAN SUCIO JAJAJAJAJAJAJJAJAJA,20.941035,-89.623611,positivo,Somalí
191439,9.84049e+17,Pavia75,2018-04-11T12:41:40.000Z,Aun asi hace falta ver jugar con garra a mas de uno falla el bateo oportuno y de fundamentos @LeonesOficial https://t.co/u61i5v3KmF,20.941035,-89.623611,positivo,Español
191789,9.83921e+17,VICTRUPE13,2018-04-11T04:15:35.000Z,"O sea lo mismo de lo mismo  y los refuerzos ? y el buen jugar , la práctica los entrenamientos la estrategia afición no les falta estadio uta este importantísimo equipo necesita que su dueño lo atienda lo quiera planifique llevamos años dando lástima https://t.co/eD8CLd2F2g",20.941035,-89.623611,positivo,Español
192043,9.83902e+17,OswaldGeminiMX,2018-04-11T02:56:12.000Z,"@reto4elementos Por jugar con deshonor al #Inframundo irán a pagar su error
¡Fuera #Reto4Fitness !

@GeorginaHolguin",20.941035,-89.623611,negativo,Español
192317,9.83872e+17,KaoZcr_,2018-04-11T00:57:23.000Z,Alguien para jugar PUBG 😿,20.941035,-89.623611,positivo,Español
192335,9.83868e+17,Pati_Bv,2018-04-11T00:44:39.000Z,Qué bonito es ver jugar a @Rpizarrot ♥️,20.941035,-89.623611,positivo,Español
192798,9.838e+17,cmariovale,2018-04-10T20:14:10.000Z,Ojalá ya entre Messi a jugar que el barca lo necesita 😂😂😂😂,20.941035,-89.623611,positivo,Español
193130,9.83744e+17,NatauRodguez,2018-04-10T16:32:02.000Z,@Edgarsabatini @EderPinedaMX Ya no tengo :( pero podemos jugar Xbox jajaja,20.941035,-89.623611,positivo,Eslovenia
193287,9.83715e+17,KaoZcr_,2018-04-10T14:36:04.000Z,"Mis ganas de jugar Clash Royale descripción gráfica:  
　　
  █　   　
  █　    　　 
  █　     █　　 ＿
2016　2017　2018",20.941035,-89.623611,neutro,Español
195454,9.83232e+17,geminisss,2018-04-09T06:35:55.000Z,"Cuando la vida te pone pruebas, es como recordar los exámenes de la secu,estudias para enfrentar el problema al 100% por que jugar al piedra ,papel o tijera es fracasar tarde o temprano",20.941035,-89.623611,negativo,Español
195822,9.83183e+17,israelr69699692,2018-04-09T03:20:22.000Z,@AleixEspargaro @GuilleCarrillo @marcmarquez93 @Petrux9 Debes de ir a jugar básquet,20.941035,-89.623611,positivo,Catalán
196545,9.83083e+17,RobertoPlasenci,2018-04-08T20:45:40.000Z,"¡Niños felices de jugar y hacer actividades recreativas!  
Sigamos avanzado #Sahuí18 #Dzemul… https://t.co/rIbf07AvVk",21.2,-89.3,positivo,Español
196737,9.83055e+17,RealAdrianGlory,2018-04-08T18:51:00.000Z,Quería ver jugar a la selección femenil :( no lo pasan,20.941035,-89.623611,negativo,Español
197464,9.82845e+17,paqvalz,2018-04-08T04:57:54.000Z,"Quiero jugar lotería, serpientes y escaleras, Uno y Turista mundial pero no tengo amigos que cumplan con las reuniones https://t.co/oqsBvwBN5O",20.941035,-89.623611,positivo,Español
197734,9.82808e+17,VICTRUPE13,2018-04-08T02:32:29.000Z,Bueno el @ClubAmerica Es vitamínico levanta muertos todos le juegan al 200% que manera de jugarle !!!! https://t.co/lMJWId3T2N,20.941035,-89.623611,positivo,Español
197765,9.82804e+17,jlopezglez,2018-04-08T02:14:51.000Z,Almeyda pusó al yerno a jugar y la regó,20.941035,-89.623611,positivo,Español
197973,9.82775e+17,10rtiiz,2018-04-08T00:19:03.000Z,"@Felixatlante12 Y jugaron con 3 delanteros de arranque (Quiñones, Avila y Jiménez)",20.941035,-89.623611,positivo,Español
199222,9.82477e+17,KaoZcr_,2018-04-07T04:34:06.000Z,"@BastianGucci Yep, quieres jugar?",20.941035,-89.623611,positivo,Español
199610,9.82427e+17,roytrejo8,2018-04-07T01:16:44.000Z,@AMERICA_1916 Que tiene Renato que no quiso jugar el martes ?,20.941035,-89.623611,neutro,Español
201697,9.82006e+17,enrique_piaf,2018-04-05T21:23:26.000Z,@Crawffordd Hehe :3 ellos sólo quieren jugar :p lalala,20.941035,-89.623611,positivo,Español
202744,9.81758e+17,Mart_Style,2018-04-05T04:58:45.000Z,"Bien ahí  @LuPowerYT!  Disculpa los problemas de Lag y no aportar más ... Al menos mate uno XD 
Suerte las 27 y pico horas que quedan y a ver si se puede jugar una más mañana con Subs 👍😎 https://t.co/moJTHJKkN4",20.941035,-89.623611,positivo,Español
203772,9.81613e+17,Gael_MT,2018-04-04T19:21:28.000Z,"Es un gran banquete ver jugar a Salah. Nominado al Balón de Oro sin problemas. Desequilibrante, encarador y siempre inspirado. ⚽️",20.941035,-89.623611,positivo,Español
203787,9.81611e+17,joseluisfabian,2018-04-04T19:13:27.000Z,Llego la hora de ver jugar a D10S Messi....y los que oponen lo contrario digan donde nos vemos y nos damos un tiro.,20.0947335,-90.174706,positivo,Español
204778,9.8137e+17,MaritteMunoz,2018-04-04T03:18:45.000Z,"La justicia debe investigar, los periodistas siempre jugaron a eso, contentar sin investigar, están tomando un poco de su propio caldo https://t.co/r3nqeMuN8Y",20.941035,-89.623611,neutro,Español
205159,9.81323e+17,morajorger,2018-04-04T00:09:27.000Z,Mi cajón de calcetines es como jugar memorama 🤦🏻‍♀️ que estrés,20.941035,-89.623611,positivo,Español
205276,9.81304e+17,CinPalavicini,2018-04-03T22:54:31.000Z,Voy de mal en peor... con mi mamá aquí solo a mi se me ocurre ir a jugar fútbol 🤦🏼‍♀️ distensión inguinal y cagotiza de mi mamá,20.941035,-89.623611,negativo,Español
205855,9.81228e+17,KaoZcr_,2018-04-03T17:51:32.000Z,@meli2800 Deberíamos de jugar una aver 🤭,20.941035,-89.623611,neutro,Español
207069,9.80987e+17,JosePiorodrigu3,2018-04-03T01:55:03.000Z,@FutbolPasionMX Si jugaras de central como lo hacías en Chivas estuvieras en otro equipo mejor donde te valorarán mejor,20.9232375,-90.276356,positivo,Español
207190,9.80965e+17,OswaldGeminiMX,2018-04-03T00:27:35.000Z,"#RAW 
¿Se jugarán las carreras si #TheUndertaker dice que si?
¡Ojalá y así sea! 
No puedo esperar a que llegue #WrestleMania 😲😲😲 https://t.co/4RjgpaWIiU",20.941035,-89.623611,positivo,Español
207238,9.80958e+17,edicame,2018-04-02T23:59:40.000Z,@brozoxmiswebs Es como decir déjenme jugar y permítanme miles de trampitas,20.941035,-89.623611,positivo,Español
207684,9.80881e+17,KaoZcr_,2018-04-02T18:54:07.000Z,Alguien para jugar PUBG?,20.941035,-89.623611,positivo,Español
208740,9.80634e+17,LuisMeendez,2018-04-02T02:32:31.000Z,"Andaba llegando y verga, se atracaron a un morro en al ADO por los perros, quien sabe que traía pero ya se lo llevo su puta madre por jugarle al verga.",20.941035,-89.623611,negativo,Español
209049,9.80602e+17,AbdoJez,2018-04-02T00:23:11.000Z,"Acabo de jugar aproximadamente una hora seguida con mi sobrina de dos años, fue divertido y adorable pero cansado.",20.941035,-89.623611,positivo,Español
209050,9.80601e+17,AbdoJez,2018-04-02T00:21:46.000Z,"Acabo de jugar aproximadamente una hora seguida con sobrina de dos años, fue divertido pero cansado.",20.941035,-89.623611,positivo,Portugués
209913,9.80483e+17,HurBautista,2018-04-01T16:31:12.000Z,Jaja pinche Conte no sabe jugar estos partidos 😩😩😩,20.941035,-89.623611,negativo,Español
210215,9.80414e+17,JosePiorodrigu3,2018-04-01T11:56:55.000Z,@lideresrebano Que se dediquen a bailar para jugar ahí está el chamaco Pizarro que el si tiene huevos 🥚,20.9232375,-90.276356,positivo,Español
210340,9.80339e+17,pelounge,2018-04-01T06:58:46.000Z,Creo ya estoy en edad de jugar quien deja de mirar primero,20.941035,-89.623611,positivo,Español
210815,9.80265e+17,Jorge_Munich,2018-04-01T02:06:08.000Z,se puede jugar donde esta wally en google maps!!  😍 https://t.co/EdVDE8IcDu,20.941035,-89.623611,positivo,Español
211027,9.80235e+17,chelocanto,2018-04-01T00:06:30.000Z,Así jugarán @PiratasCampeche y @LeonesOficial el segundo de la serie; José Juan Aguilar regresa al lineup titular; ¡los esperamos en la Casa del Rey! Canal 71 de Izzy y 170 de TotalPlay https://t.co/sc0jvntiqi,20.941035,-89.623611,positivo,Español
211035,9.80233e+17,AlexEsp04,2018-03-31T23:59:42.000Z,Increíble lo de Zlatan Ibrahimovic. Cuidado con él... puede que realmente este considerando jugar con Suecia en el Mundial #Rusia2018 ⚽ y enfrentarse a la selección de México 🇲🇽 https://t.co/hL0mXeiUqs,20.941035,-89.623611,positivo,Español
211448,9.80168e+17,PauletteMicesan,2018-03-31T19:41:35.000Z,Darte cuenta de que los años pasan es jugar voli y terminar con dolor de la rodilla,20.941035,-89.623611,negativo,Español
213141,9.79792e+17,fredo_cd,2018-03-30T18:45:10.000Z,A ver a mi @yosoy8a y no lo ponen a jugar 😪,20.941035,-89.623611,positivo,Español
213804,9.79608e+17,clauflores_H,2018-03-30T06:36:58.000Z,@FernandaOsunaM Y cuando terminabamos de armar las casas ya no queríamos jugar 😂💜,20.941035,-89.623611,negativo,Español
213845,9.79598e+17,UriSosa99,2018-03-30T05:54:57.000Z,Extraño esos tiempos donde mi familia se juntaba en las noches solo para jugar y ver el amanecer.,21.22812,-89.6748995,positivo,Español
214351,9.79524e+17,_saraalarcon,2018-03-30T01:02:04.000Z,"La promesa de semana Santa de mi mamá fue no ver Netflix y no jugar candy crush, muy moderna la muchacha.",20.941035,-89.623611,negativo,Español
216383,9.79136e+17,AlejandroGuzJ,2018-03-28T23:18:59.000Z,Tengo muchas ganas de jugar fútbol con mis amigos.,20.941035,-89.623611,positivo,Español
217637,9.78845e+17,dsoria,2018-03-28T04:03:12.000Z,"@InvictosSomos ojalá Alemania salga en un mal día en el mundial de otro modo no veo como como se le pueda jugar, lo mostrado hoy por Osorio es pésimo!",20.941035,-89.623611,negativo,Español
217683,9.78841e+17,danteomana,2018-03-28T03:49:32.000Z,"Acabo de entrevistar para Zona D de Radio Fórmula Yucatán a dos leyendas: Juan José Pacho y Luis Arredondo , que privilegio haberlos visto jugar. https://t.co/aoJUpw59eg",20.941035,-89.623611,positivo,Español
218397,9.78739e+17,erotismoled,2018-03-27T21:02:55.000Z,"@CarrilloPablo @fifaworldcup_es MI QUERIDO AMIGO  NO CREAS NI PIENSES QUE POR ESTO  MEXICO PASARA DEL CUARTO PARTIDO, JAJAJAJJAJA, PERO BUENO COMO TODOS LOS MEXICANOS SIEMPRE HACEN FANTASIAS ANTES DE EMPEZAR A JUGAR EL MUNDIAL,  NO SERA LO MISMO QUE LOS A",20.941035,-89.623611,positivo,Portugués
218687,9.78693e+17,cansahcabsound,2018-03-27T18:00:26.000Z,Discúlpenos serresiete es que no entendemos su arte de jugar futebol https://t.co/uZLBSyit0c,20.941035,-89.623611,negativo,Español
219129,9.78588e+17,Uchoalcocer,2018-03-27T11:01:30.000Z,@Eldred_Hdez Ya lo tengo pero no lo sé jugar esta difícil,20.5580215,-88.085541,neutro,Español
219268,9.78507e+17,CinPalavicini,2018-03-27T05:40:09.000Z,"@javipons No hay nada que unas chelas de por medio no puedan arreglar, no somos quienes mandamos ahí... hoy por ejemplo mis amigos jugaron pegue de gritos que sacaran al maleta y nadie me hizo caso jajajajajaja",20.941035,-89.623611,positivo,Español
219418,9.78486e+17,geminisss,2018-03-27T04:14:58.000Z,"@futpicante Pues ira jugar al Ame es igual traición , Pues no que se murió este fariseo?",20.941035,-89.623611,negativo,Catalán
220004,9.78396e+17,fredo_cd,2018-03-26T22:19:48.000Z,"Pues siempre si nos traen a @NdamukongSuh a México los Rams, que si dedica a jugar LIMPIO es una bestia... la defensiva de LA será un infierno para cualquier QB",20.941035,-89.623611,positivo,Español
220070,9.78383e+17,Dabogam,2018-03-26T21:25:42.000Z,"@luisvilla9296 @estarc62 @miseleccionmx El hace lo mismo, no pone a las supuestas estrellas a jugar, solo anda haciendo experimentos.",20.941035,-89.623611,neutro,Español
220352,9.78335e+17,ImSkeletox,2018-03-26T18:16:41.000Z,@PapaGiorgioReal Dile a @JordiWild que haga un video enseñándote a jugar fortnite!,21.2583735,-87.8252875,positivo,Español
220594,9.78273e+17,MoisesChacon77,2018-03-26T14:11:17.000Z,"Gracias señor por permitirme jugar este juego un día más, el juego de la vida. ¡Bonito día!",20.941035,-89.623611,positivo,Español
221851,9.77989e+17,OswaldGeminiMX,2018-03-25T19:23:43.000Z,"@verockstar @PumasMX Oye @Dodgers , ya quiero verte jugar 👊🏼⚾🙌🏼♥
Y sobre todo quiero ver lanzar a @ClaytonKersh22 😍",20.941035,-89.623611,positivo,Español
222272,9.77902e+17,raual_r94,2018-03-25T13:34:38.000Z,Solo espero poder jugar hoy :(,20.941035,-89.623611,negativo,Español
222517,9.77788e+17,RichipichichiMX,2018-03-25T06:03:07.000Z,Ultimamente hasta me gusta jugar con los colores de Excell. Que oso,20.941035,-89.623611,positivo,Español
222717,9.77673e+17,fernanditazen,2018-03-24T22:26:38.000Z,"Acabo de descubrir que mi vecino (no el jipi ni el poblano,el cubano!!!) Pone su mesita para jugar domino y toma cerveza en la banqueta. Creo que le haré compañía porque aburrida estoy jajajajajajaja",20.941035,-89.623611,positivo,Español
222986,9.7763e+17,JosePiorodrigu3,2018-03-24T19:35:24.000Z,@joserra_espn Si lozano trae un nivel de violencia encambronada que no puede con ella por todo pelea si no quieren que lo toquen que se dedique a jugar sus muñecas,20.9232375,-90.276356,negativo,Español
223884,9.77403e+17,nadimehu,2018-03-24T04:32:17.000Z,"@Faitelson_ESPN Ojalá así siempre dijeran, que el marcador es lo que cuenta ! Vale madre si jugaron bien si no ganan",20.941035,-89.623611,negativo,Español
223893,9.77402e+17,nadimehu,2018-03-24T04:29:17.000Z,Viendo jugar a México vs Islandia y solo puedo pensar en que Dios no fue equitativo al repartir la belleza en el mundo ... #MexicovsIslandia #Rusia2018 #FelizViernes,20.941035,-89.623611,positivo,Español
224115,9.77374e+17,Samanthacr_,2018-03-24T02:38:10.000Z,Viendo jugar a mis consentidos @LeonesOficial y @DiablosRojosMX ⚾️💗,20.941035,-89.623611,positivo,Español
225621,9.77057e+17,alejanndradzib,2018-03-23T05:37:23.000Z,"Creo que uno de los mejores consejos de mi vida ah sido: “Disfruta el presente, olvídate del pasado que el futuro nunca lo podrás tocas, tú solo se feliz y vete a jugar sóftbol”",20.941035,-89.623611,positivo,Español
226316,9.7695e+17,Eduardo00906392,2018-03-22T22:34:38.000Z,#VacacionesDePobre es Quedarse en casa a Jugar Xbox https://t.co/1AVAQxv8sc,20.941035,-89.623611,positivo,Español
226596,9.769e+17,EVallejos91,2018-03-22T19:13:58.000Z,Si así me aferre a jugar ayer que no podía mas,20.941035,-89.623611,negativo,Portugués
227235,9.76688e+17,ascenciovale,2018-03-22T05:11:24.000Z,"@Magtuim Si ya no puedes jugar Bascket no sé porque lo sigues intentado, viejito",20.941035,-89.623611,negativo,Español
227444,9.76662e+17,Magtuim,2018-03-22T03:30:44.000Z,"@alcocerdo9 Hola bebé, te odio por que ya no quieres jugar con nosotros :(",20.941035,-89.623611,negativo,Español
228287,9.76526e+17,tony_vargaz,2018-03-21T18:27:01.000Z,@taniamoraales Jugar a ser un miembro activo de la sociedad,20.139091,-89.491133,positivo,Español
228332,9.76518e+17,fredo_cd,2018-03-21T17:58:31.000Z,"Neta impresionantes las cicatrices de @ZMiller86 en sus historias de Instagram, ojalá vuelva a jugar...",20.941035,-89.623611,positivo,Español
228386,9.76509e+17,KaoZcr_,2018-03-21T17:20:45.000Z,@KarenVM_SyS Mejor vamos a jugar 2v2,20.941035,-89.623611,positivo,Lituano
230711,9.75993e+17,OswaldGeminiMX,2018-03-20T07:09:14.000Z,"#DinamicaFinal @NETenFOX 
Uuuyyy
Se pasaron de manchados con las Victimas del Dr Cerebro 😂😂😂
De hecho Reto tanto a @betolalocompany como a @duverman a jugar poker estilo Texas Hold'em ¿va?
Programa de hoy: 👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽

Oswald ♊ https://t.co/moYEwXHI3Y",20.941035,-89.623611,positivo,Español
231810,9.7582e+17,adr_albafica,2018-03-19T19:42:37.000Z,Alguien no sabe nadar pero le gusta jugarle al mergas y se metió al cenote (@ Cenote Yokdzonot in Yokdzonot) https://t.co/Z9RFVlnGuk https://t.co/yhcn6vaVDm,20.70703505,-88.73064183,neutro,Español
234423,9.75246e+17,iiosdee,2018-03-18T05:44:19.000Z,"Primer partido y la frustración de no poder jugar, por mí espalda! 😖",20.941035,-89.623611,negativo,Español
235060,9.75153e+17,karinandreavt,2018-03-17T23:34:00.000Z,Amo ver jugar fútbol a mi novio. 😍,20.941035,-89.623611,positivo,Eslovenia
235719,9.75029e+17,urisalaz,2018-03-17T15:20:41.000Z,#Con10Pesos puedo jugar 10 creditos de KOF2002 en la maquinita de la esquina!!,20.941035,-89.623611,positivo,Español
236074,9.74881e+17,DianaaMejiaa,2018-03-17T05:33:15.000Z,Me encanta jugar y entrenar con este equipo universitario,20.941035,-89.623611,positivo,Español
238728,9.74393e+17,softmhmsw,2018-03-15T21:13:24.000Z,Alguien tiene ganas de jugar 🔥🔥👅👅!! https://t.co/GsG9mi3w9L,20.941035,-89.623611,positivo,Español
238731,9.74393e+17,softmhmsw,2018-03-15T21:12:48.000Z,Alguien tiene ganas de jugar 🔥🔥👅👅!! https://t.co/pRkdufOXbW,20.941035,-89.623611,positivo,Español
238832,9.74377e+17,ArthurVanLyon,2018-03-15T20:10:17.000Z,"Hechar la siesta de la tarde o Vs. Jugar Assassin's Creed IV Black Flag 🤔🤔🤔 en Mérida, Yucatan https://t.co/tLvuTkpbD6",20.9667,-89.6167,neutro,Catalán
239260,9.74301e+17,MairaCDiaz,2018-03-15T15:08:18.000Z,"Es chido convivir con niños en edad preescolar porque sabes que después de jugar y aguantar sus berrinches, regresarán al cargo de sus papás.",20.941035,-89.623611,positivo,Español
239510,9.74167e+17,geminisss,2018-03-15T06:12:52.000Z,"A veces el destino nos juega malas acciones, pero apoco no todos tenemos la  chance  de jugar al error o acierto?",20.941035,-89.623611,neutro,Español
239979,9.74108e+17,arronizchapela,2018-03-15T02:20:16.000Z,"@CharlyBrito89 Ok papi 😍
Ya puedo jugar en el YYC?",20.941035,-89.623611,positivo,Español
240101,9.74086e+17,Crossoccer,2018-03-15T00:54:20.000Z,"#TrattoriaLaPasta y #TheHappyTooth presentan a los 8 mejores equipos que jugarán los #4tosDeFinal de la @ChampionsLeague 🏆⚽

¿Quién es tu favorito? 👇 https://t.co/lZfwm5LyP6",20.941035,-89.623611,positivo,Español
240115,9.74084e+17,LeonesOficial,2018-03-15T00:46:35.000Z,"Así jugarán las fieras hoy contra @PiratasCampeche 
¡Entra GRATIS al donar un alimento no perecedero!
#VivaLaTradición #PretemporadaLMB https://t.co/9gOvYsvf1r",20.941035,-89.623611,positivo,Español
240637,9.74015e+17,Mamuelox,2018-03-14T20:09:15.000Z,La única champions que importa hoy es la que va a jugar el @ClubAmerica,20.941035,-89.623611,positivo,Español
240941,9.73965e+17,JorchEuan,2018-03-14T16:52:44.000Z,"@CarlotaDomingz Por jugarle al vergas, han de estar chidas.",20.941035,-89.623611,negativo,Español
241611,9.73785e+17,gabysanson,2018-03-14T04:56:14.000Z,"Por cierto, le pegué a todos cada uno de los hombres que jugaron. 🙍🏻‍♀️🤦🏻‍♀️😢.",20.941035,-89.623611,positivo,Español
241615,9.73785e+17,gabysanson,2018-03-14T04:55:31.000Z,"Tenía como cinco años sin jugar fútbol, mañana tengo guardia. 
Esperen a ver como amanezco. 😢",20.941035,-89.623611,positivo,Español
241719,9.73775e+17,ManuelBarreraP,2018-03-14T04:18:34.000Z,@fantasmasuarez Es un pelafustan que no debería cobrar por jugar en México,20.941035,-89.623611,negativo,Español
241805,9.73765e+17,CinPalavicini,2018-03-14T03:36:39.000Z,"Por qué ponen partidos a las 11?... tengo frío, tengo sueño y mi uniforme para jugar sigue en la lavadora",20.941035,-89.623611,neutro,Español
243433,9.73433e+17,OswaldGeminiMX,2018-03-13T05:38:23.000Z,"¡Estoy de acuerdo contigo @jimenaofficial ♓!
La jugada de @KingJames me dejó asombrado y claro la victoria de nuestro #LakeShow la aplaudo.
Ahora, sólo rezo para que lleguemos a playoffs. 
Estamos 6.5 juegos atrás de la zona de calificación faltando 16 por jugar 🙏🏼🙏🏼🙏🏼🙏🏼 https://t.co/0SFsDYB7Ms",20.941035,-89.623611,positivo,Español
243459,9.73429e+17,exacur,2018-03-13T05:23:15.000Z,¿Alguien quiere jugar #Splatoon2? 😊,20.941035,-89.623611,positivo,Español
243948,9.73368e+17,Mevilesq,2018-03-13T01:18:31.000Z,@sonycrgr Mejor vamos a jugar COD jajajajaja,20.5580215,-88.085541,positivo,Eslovenia
244113,9.73343e+17,PachecoAnaE,2018-03-12T23:41:53.000Z,Que te despierten de tu siesta golpeando tu puerta y gritando “primaaaaa vamos a jugar” no tiene precio,20.941035,-89.623611,positivo,Español
244721,9.73242e+17,Vernica68991971,2018-03-12T16:58:15.000Z,@efrainaguilarg #DeMiInfanciaExtraño jugar chacara y patea la lata,20.941035,-89.623611,negativo,Español
244727,9.73241e+17,_RaulAguilar,2018-03-12T16:54:44.000Z,Me ilusiona volver a jugar fútbol,20.941035,-89.623611,positivo,Sueco
244791,9.73232e+17,efrainaguilarg,2018-03-12T16:18:05.000Z,#DeMiInfanciaExtraño salir a jugar con mis vecinos cuando vivía por el centro,20.941035,-89.623611,negativo,Español
245384,9.73061e+17,MarAleBB,2018-03-12T05:01:05.000Z,#DeMiInfanciaExtraño jugar en la calle,20.941035,-89.623611,negativo,Español
245736,9.73021e+17,jlopezglez,2018-03-12T02:22:35.000Z,"@MarcoSantillan7 @garciatorano Nooo, es un crimen jugar a esa hora, aunado de que para ir al estadio la gente tiene que madrugar",20.941035,-89.623611,negativo,Español
246522,9.72908e+17,JBalamJaguar,2018-03-11T18:52:29.000Z,@Mivanlosa @SalazarFranco @GuerrerosOax @bambino_sedano @Rev_Strikeout @Luis_APalacios @Afi_escarlata @Beisbolpuro @andrukos @Playball_MX @adevaldes Eso fue el año pasado tanto diablos cómo guerreros y vimos el resultado de ver jugar con solo mexicanos ,20.941035,-89.623611,neutro,Indeterminado
246534,9.72907e+17,SoloRayos,2018-03-11T18:46:11.000Z,"@alvaammel Sí, con sosa era jugar al pelotazo",20.941035,-89.623611,positivo,Español
246894,9.72816e+17,nicoleelv,2018-03-11T12:47:05.000Z,"Ahora si que tiemble Andrea, hoy jugaré todo el partido su posición⚽ Dios me libre de meter autogol",20.941035,-89.623611,positivo,Español
247400,9.72665e+17,susiurbizu,2018-03-11T02:44:53.000Z,"Mi primo salió a correr a en la mañana y después se fue a jugar fútbol; yo dormí toda la tarde. 
No sé cómo sentirme.",21.22812,-89.6748995,positivo,Español
247461,9.72655e+17,Luis11Borges,2018-03-11T02:08:25.000Z,@yahirmusic Cuando vengas a Mérida te llevo a jugar una retas de beis aquí....cordial invitación,20.941035,-89.623611,positivo,Español
247566,9.72638e+17,RonaldRojasRR,2018-03-11T00:59:51.000Z,"@coachbruno10 Aunque nadie me crea, que bueno ver a Heberth Bayona, para mi, uno de los mejores en la cancha. No me creen? Véanlo jugar sin pelota. Son pocos lo que ven el juego sin pelota",20.941035,-89.623611,positivo,Español
247570,9.72638e+17,kkuis24,2018-03-11T00:58:57.000Z,"@zonarayada Sería un grave error poner pasto sintetico, habría q buscar alguna solución para jugar con pasto natural",20.941035,-89.623611,negativo,Español
247571,9.72638e+17,RicardoQuintal9,2018-03-11T00:58:41.000Z,Ojalá así jugara siempre cruz azul,20.941035,-89.623611,positivo,Letón
248768,9.72347e+17,KaoZcr_,2018-03-10T05:43:13.000Z,La neta si me estoy arrepiento por no jugar ningún clásicatorio de los Tryouts 🤦🏼‍♂️ de la @SeleccionCRmx https://t.co/5IC1xgT83H,21.073485,-89.501908,positivo,Español
250010,9.72152e+17,UlisesAlc,2018-03-09T16:47:07.000Z,Quiero jugar futbol todos los días.,20.941035,-89.623611,positivo,Español
251077,9.71918e+17,CinPalavicini,2018-03-09T01:18:59.000Z,Hoy tengo que salir del trabajo lista para ir a jugar ⚽️,20.941035,-89.623611,positivo,Español
251360,9.71874e+17,alexRmoguel,2018-03-08T22:23:42.000Z,@alvaro721228 @Telmex @infinitum @TELMEXSoluciona Está fallando yo igual vivo en merida y no se pueden ver videos ni jugar videojuegos tiene más de 1 hora así,20.941035,-89.623611,negativo,Español
251559,9.71838e+17,Hugo_avva,2018-03-08T20:00:13.000Z,@SergioADippW Tiene mucho que ver contra los equipos que jugaron. Tijuana-Tigres y 🙄Chivas.,20.941035,-89.623611,positivo,Español
251589,9.71835e+17,BrunoMarioni,2018-03-08T19:47:21.000Z,"Feliz día de la Mujer.
Me trajiste a este mundo, me enseñaste valores, me diste la posibilidad de ser papa, son mi sostén, mi energía, y mi motivación... con ustedes aprendí a jugar, a reír, a llorar y sobre todo a valorar!
Mujeres de mi vida... gracias! https://t.co/p1oVZzcVPY",20.941035,-89.623611,positivo,Español
251653,9.71825e+17,CinPalavicini,2018-03-08T19:07:29.000Z,"Hoy tengo partido, perooooo... intentaré jugar ⚽️",20.941035,-89.623611,positivo,Español
251656,9.71825e+17,CinPalavicini,2018-03-08T19:07:11.000Z,Intentaré jugar hoy ⚽️,20.941035,-89.623611,positivo,Indonesio
254800,9.7122e+17,DaChamber,2018-03-07T03:03:37.000Z,Gano el Ame pero sigue sin jugar Laínez 😑 #LigaDeCampeones,21.2583735,-87.8252875,positivo,Español
255622,9.71096e+17,valladreslesly,2018-03-06T18:52:57.000Z,Jugar eternamente al juego limpio de la seducción 🎶,20.941035,-89.623611,positivo,Español
257324,9.70751e+17,kkuis24,2018-03-05T20:01:14.000Z,@adelarosa_espn ya se le acabó el torneo a las chivas... pero el cruz azul aún no...mismos puntos y peor manera de jugar #BenditoFutbolMexicano,20.941035,-89.623611,negativo,Español
257361,9.70742e+17,kkuis24,2018-03-05T19:25:51.000Z,"@futpicante porq le dan oportunidad al Cruz Azul (viendo su nivel de juego) que paso a la liguilla y a las chivas no...aguas mismos puntos, pero diferente manera de jugar...@garciatorano @rafaramosESPN",20.941035,-89.623611,positivo,Español
257770,9.70671e+17,RobHernandeze,2018-03-05T14:43:50.000Z,"@AraBonita_ Pienso que es debido al cambio cultural, ya no ves a tantos niños en los parques pues la socialización se remite más a estar en línea que jugar en espacios abiertos, aún incluso, en los espacios abiertos los niños siguen estando en líne",20.941035,-89.623611,neutro,Español
258936,9.70475e+17,Seeetho,2018-03-05T01:43:39.000Z,Si sólo querías jugar me lo hubieras dicho.,20.480104,-90.1530625,negativo,Español
259073,9.70462e+17,Lauchiiz,2018-03-05T00:54:05.000Z,"Me mama jugar “memoria”, lastima que tengo 18 años sin jugar con alguien.",20.941035,-89.623611,negativo,Español
260643,9.70133e+17,mario_mendez_r,2018-03-04T03:05:59.000Z,La copa Zucaritas está feliz de ver la garra de @DevinBook y su 39 puntos de hoy  @Suns como lo viste  @ZucaritasLATAM  con esa garra se jugará en todo México,20.941035,-89.623611,positivo,Español
